benchmark,k,mean_power,ci_lo_95,ci_hi_95,r2_obs,r2_shift,power_shifted
PIQA,7,0.148,0.1324,0.1636,0.0005,lo,0.194
PIQA,7,0.148,0.1324,0.1636,0.0005,hi,0.156
PIQA,8,0.142,0.1267,0.1573,0.0005,lo,0.124
PIQA,8,0.142,0.1267,0.1573,0.0005,hi,0.158
PIQA,9,0.1455,0.13,0.161,0.0005,lo,0.128
PIQA,9,0.1455,0.13,0.161,0.0005,hi,0.134
PIQA,10,0.125,0.1105,0.1395,0.0005,lo,0.128
PIQA,10,0.125,0.1105,0.1395,0.0005,hi,0.13
PIQA,11,0.1185,0.1043,0.1327,0.0005,lo,0.124
PIQA,11,0.1185,0.1043,0.1327,0.0005,hi,0.12
PIQA,12,0.117,0.1029,0.1311,0.0005,lo,0.134
PIQA,12,0.117,0.1029,0.1311,0.0005,hi,0.108
PIQA,13,0.105,0.0916,0.1184,0.0005,lo,0.128
PIQA,13,0.105,0.0916,0.1184,0.0005,hi,0.09
PIQA,14,0.1065,0.093,0.12,0.0005,lo,0.122
PIQA,14,0.1065,0.093,0.12,0.0005,hi,0.112
PIQA,15,0.1065,0.093,0.12,0.0005,lo,0.108
PIQA,15,0.1065,0.093,0.12,0.0005,hi,0.12
PIQA,16,0.116,0.102,0.13,0.0005,lo,0.13
PIQA,16,0.116,0.102,0.13,0.0005,hi,0.088
PIQA,17,0.1025,0.0892,0.1158,0.0005,lo,0.098
PIQA,17,0.1025,0.0892,0.1158,0.0005,hi,0.118
PIQA,18,0.096,0.0831,0.1089,0.0005,lo,0.126
PIQA,18,0.096,0.0831,0.1089,0.0005,hi,0.076
PIQA,19,0.105,0.0916,0.1184,0.0005,lo,0.088
PIQA,19,0.105,0.0916,0.1184,0.0005,hi,0.108
PIQA,20,0.1,0.0869,0.1131,0.0005,lo,0.098
PIQA,20,0.1,0.0869,0.1131,0.0005,hi,0.098
TriviaQA,2,0.5155,0.4936,0.5374,0.0399,lo,0.456
TriviaQA,2,0.5155,0.4936,0.5374,0.0399,hi,0.524
TriviaQA,3,0.2965,0.2765,0.3165,0.0399,lo,0.308
TriviaQA,3,0.2965,0.2765,0.3165,0.0399,hi,0.284
TriviaQA,4,0.217,0.1989,0.2351,0.0399,lo,0.236
TriviaQA,4,0.217,0.1989,0.2351,0.0399,hi,0.216
TriviaQA,5,0.1615,0.1454,0.1776,0.0399,lo,0.17
TriviaQA,5,0.1615,0.1454,0.1776,0.0399,hi,0.164
TriviaQA,6,0.1435,0.1281,0.1589,0.0399,lo,0.152
TriviaQA,6,0.1435,0.1281,0.1589,0.0399,hi,0.14
TriviaQA,7,0.1325,0.1176,0.1474,0.0399,lo,0.13
TriviaQA,7,0.1325,0.1176,0.1474,0.0399,hi,0.082
TriviaQA,8,0.121,0.1067,0.1353,0.0399,lo,0.124
TriviaQA,8,0.121,0.1067,0.1353,0.0399,hi,0.124
TriviaQA,9,0.1215,0.1072,0.1358,0.0399,lo,0.104
TriviaQA,9,0.1215,0.1072,0.1358,0.0399,hi,0.13
TriviaQA,10,0.1095,0.0958,0.1232,0.0399,lo,0.134
TriviaQA,10,0.1095,0.0958,0.1232,0.0399,hi,0.12
TriviaQA,11,0.1095,0.0958,0.1232,0.0399,lo,0.112
TriviaQA,11,0.1095,0.0958,0.1232,0.0399,hi,0.114
TriviaQA,12,0.1085,0.0949,0.1221,0.0399,lo,0.078
TriviaQA,12,0.1085,0.0949,0.1221,0.0399,hi,0.118
TriviaQA,13,0.0855,0.0732,0.0978,0.0399,lo,0.118
TriviaQA,13,0.0855,0.0732,0.0978,0.0399,hi,0.112
TriviaQA,14,0.1035,0.0901,0.1169,0.0399,lo,0.084
TriviaQA,14,0.1035,0.0901,0.1169,0.0399,hi,0.084
TriviaQA,15,0.0955,0.0826,0.1084,0.0399,lo,0.102
TriviaQA,15,0.0955,0.0826,0.1084,0.0399,hi,0.1
TriviaQA,16,0.087,0.0746,0.0994,0.0399,lo,0.078
TriviaQA,16,0.087,0.0746,0.0994,0.0399,hi,0.094
TriviaQA,17,0.094,0.0812,0.1068,0.0399,lo,0.092
TriviaQA,17,0.094,0.0812,0.1068,0.0399,hi,0.11
TriviaQA,18,0.0945,0.0817,0.1073,0.0399,lo,0.088
TriviaQA,18,0.0945,0.0817,0.1073,0.0399,hi,0.08
TriviaQA,19,0.097,0.084,0.11,0.0399,lo,0.09
TriviaQA,19,0.097,0.084,0.11,0.0399,hi,0.108
TriviaQA,20,0.0965,0.0836,0.1094,0.0399,lo,0.076
TriviaQA,20,0.0965,0.0836,0.1094,0.0399,hi,0.096
TruthfulQA,2,0.5895,0.5679,0.6111,0.0293,lo,0.562
TruthfulQA,2,0.5895,0.5679,0.6111,0.0293,hi,0.564
TruthfulQA,3,0.4245,0.4028,0.4462,0.0293,lo,0.392
TruthfulQA,3,0.4245,0.4028,0.4462,0.0293,hi,0.41
TruthfulQA,4,0.3015,0.2814,0.3216,0.0293,lo,0.288
TruthfulQA,4,0.3015,0.2814,0.3216,0.0293,hi,0.32
TruthfulQA,5,0.25,0.231,0.269,0.0293,lo,0.234
TruthfulQA,5,0.25,0.231,0.269,0.0293,hi,0.26
TruthfulQA,6,0.2065,0.1888,0.2242,0.0293,lo,0.186
TruthfulQA,6,0.2065,0.1888,0.2242,0.0293,hi,0.254
TruthfulQA,7,0.1765,0.1598,0.1932,0.0293,lo,0.174
TruthfulQA,7,0.1765,0.1598,0.1932,0.0293,hi,0.172
TruthfulQA,8,0.1535,0.1377,0.1693,0.0293,lo,0.136
TruthfulQA,8,0.1535,0.1377,0.1693,0.0293,hi,0.146
TruthfulQA,9,0.117,0.1029,0.1311,0.0293,lo,0.122
TruthfulQA,9,0.117,0.1029,0.1311,0.0293,hi,0.122
TruthfulQA,10,0.1325,0.1176,0.1474,0.0293,lo,0.14
TruthfulQA,10,0.1325,0.1176,0.1474,0.0293,hi,0.138
TruthfulQA,11,0.116,0.102,0.13,0.0293,lo,0.126
TruthfulQA,11,0.116,0.102,0.13,0.0293,hi,0.132
TruthfulQA,12,0.112,0.0982,0.1258,0.0293,lo,0.128
TruthfulQA,12,0.112,0.0982,0.1258,0.0293,hi,0.128
TruthfulQA,13,0.1155,0.1015,0.1295,0.0293,lo,0.114
TruthfulQA,13,0.1155,0.1015,0.1295,0.0293,hi,0.098
TruthfulQA,14,0.1215,0.1072,0.1358,0.0293,lo,0.094
TruthfulQA,14,0.1215,0.1072,0.1358,0.0293,hi,0.138
TruthfulQA,15,0.106,0.0925,0.1195,0.0293,lo,0.12
TruthfulQA,15,0.106,0.0925,0.1195,0.0293,hi,0.118
TruthfulQA,16,0.126,0.1115,0.1405,0.0293,lo,0.11
TruthfulQA,16,0.126,0.1115,0.1405,0.0293,hi,0.096
TruthfulQA,17,0.1175,0.1034,0.1316,0.0293,lo,0.12
TruthfulQA,17,0.1175,0.1034,0.1316,0.0293,hi,0.072
TruthfulQA,18,0.1315,0.1167,0.1463,0.0293,lo,0.124
TruthfulQA,18,0.1315,0.1167,0.1463,0.0293,hi,0.112
TruthfulQA,19,0.118,0.1039,0.1321,0.0293,lo,0.118
TruthfulQA,19,0.118,0.1039,0.1321,0.0293,hi,0.118
TruthfulQA,20,0.1235,0.1091,0.1379,0.0293,lo,0.128
TruthfulQA,20,0.1235,0.1091,0.1379,0.0293,hi,0.1
WinoGrande,2,0.489,0.4671,0.5109,0.0,lo,0.446
WinoGrande,2,0.489,0.4671,0.5109,0.0,hi,0.484
WinoGrande,3,0.3435,0.3227,0.3643,0.0,lo,0.36
WinoGrande,3,0.3435,0.3227,0.3643,0.0,hi,0.342
WinoGrande,4,0.317,0.2966,0.3374,0.0,lo,0.282
WinoGrande,4,0.317,0.2966,0.3374,0.0,hi,0.322
WinoGrande,5,0.265,0.2457,0.2843,0.0,lo,0.288
WinoGrande,5,0.265,0.2457,0.2843,0.0,hi,0.316
WinoGrande,6,0.2685,0.2491,0.2879,0.0,lo,0.288
WinoGrande,6,0.2685,0.2491,0.2879,0.0,hi,0.286
WinoGrande,7,0.257,0.2378,0.2762,0.0,lo,0.262
WinoGrande,7,0.257,0.2378,0.2762,0.0,hi,0.272
WinoGrande,8,0.269,0.2496,0.2884,0.0,lo,0.25
WinoGrande,8,0.269,0.2496,0.2884,0.0,hi,0.286
WinoGrande,9,0.268,0.2486,0.2874,0.0,lo,0.282
WinoGrande,9,0.268,0.2486,0.2874,0.0,hi,0.264
WinoGrande,10,0.2895,0.2696,0.3094,0.0,lo,0.27
WinoGrande,10,0.2895,0.2696,0.3094,0.0,hi,0.27
WinoGrande,11,0.2705,0.251,0.29,0.0,lo,0.296
WinoGrande,11,0.2705,0.251,0.29,0.0,hi,0.272
WinoGrande,12,0.277,0.2574,0.2966,0.0,lo,0.294
WinoGrande,12,0.277,0.2574,0.2966,0.0,hi,0.3
WinoGrande,13,0.289,0.2691,0.3089,0.0,lo,0.28
WinoGrande,13,0.289,0.2691,0.3089,0.0,hi,0.31
WinoGrande,14,0.296,0.276,0.316,0.0,lo,0.276
WinoGrande,14,0.296,0.276,0.316,0.0,hi,0.294
WinoGrande,15,0.31,0.2897,0.3303,0.0,lo,0.306
WinoGrande,15,0.31,0.2897,0.3303,0.0,hi,0.31
WinoGrande,16,0.299,0.2789,0.3191,0.0,lo,0.324
WinoGrande,16,0.299,0.2789,0.3191,0.0,hi,0.314
WinoGrande,17,0.3095,0.2892,0.3298,0.0,lo,0.274
WinoGrande,17,0.3095,0.2892,0.3298,0.0,hi,0.29
WinoGrande,18,0.3025,0.2824,0.3226,0.0,lo,0.326
WinoGrande,18,0.3025,0.2824,0.3226,0.0,hi,0.328
WinoGrande,19,0.33,0.3094,0.3506,0.0,lo,0.314
WinoGrande,19,0.33,0.3094,0.3506,0.0,hi,0.35
WinoGrande,20,0.3305,0.3099,0.3511,0.0,lo,0.354
WinoGrande,20,0.3305,0.3099,0.3511,0.0,hi,0.334
